State,Year,Indicator,Value
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",969
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",203
MN,2022,Methadone (T40.3),48
MN,2022,Psychostimulants with abuse potential (T43.6),508
MN,2022,"Opioids (T40.0-T40.4,T40.6)",987
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",979
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",194
MN,2022,Number of Deaths,"53,195"
MN,2022,Methadone (T40.3),49
MN,2022,Psychostimulants with abuse potential (T43.6),507
MN,2022,"Opioids (T40.0-T40.4,T40.6)",991
MN,2022,Number of Drug Overdose Deaths,"1,378"
MN,2022,Methadone (T40.3),50
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",980
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",196
MO,2019,Heroin ,350
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",960
MN,2022,Methadone (T40.3),41
MN,2022,"Opioids (T40.0-T40.4,T40.6)",971
MN,2022,Psychostimulants with abuse potential (T43.6),493
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",192
MN,2022,Methadone (T40.3),49
MN,2022,Psychostimulants with abuse potential (T43.6),492
MN,2022,"Opioids (T40.0-T40.4,T40.6)",972
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",196
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",963
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",182
MN,2022,Methadone (T40.3),50
MN,2022,"Opioids (T40.0-T40.4,T40.6)","1,023"
MN,2022,Psychostimulants with abuse potential (T43.6),514
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,017"
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,012"
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",191
MN,2022,"Opioids (T40.0-T40.4,T40.6)","1,018"
MN,2022,Psychostimulants with abuse potential (T43.6),513
MN,2022,Methadone (T40.3),50
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",996
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",189
MN,2022,"Opioids (T40.0-T40.4,T40.6)","1,002"
MN,2022,Methadone (T40.3),48
MN,2022,Psychostimulants with abuse potential (T43.6),498
MO,2015,Number of Drug Overdose Deaths,"1,116"
MO,2015,Number of Deaths,"62,571"
MO,2016,Number of Deaths,"61,888"
MO,2016,Number of Drug Overdose Deaths,"1,386"
MO,2017,Number of Deaths,"64,202"
MO,2017,Other natural & semi-synthetic opioids,226
MO,2017,"Synthetic opioids, excl. methadone and rehabilitory compounds",640
MO,2017,Psychostimulants with abuse potential (T43.6),246
MO,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",833
MO,2017,Methadone (T40.3),32
MO,2017,Cocaine,141
MO,2017,"Opioids (T40.0-T40.4,T40.6)",993
MO,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",253
MO,2017,Number of Drug Overdose Deaths,"1,428"
MO,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,052"
MO,2018,Other natural & semi-synthetic opioids,241
MO,2018,Number of Drug Overdose Deaths,"1,635"
MO,2018,Cocaine,132
MO,2018,"Synthetic opioids, excl. methadone and rehabilitory compounds",881
MO,2018,Methadone (T40.3),40
MO,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",271
MO,2018,Psychostimulants with abuse potential (T43.6),369
MO,2018,"Opioids (T40.0-T40.4,T40.6)","1,153"
MO,2018,Psychostimulants with abuse potential (T43.6),260
MO,2018,Methadone (T40.3),27
MO,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",846
MO,2018,"Opioids (T40.0-T40.4,T40.6)",983
MO,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",266
MO,2018,Methadone (T40.3),31
MO,2018,Psychostimulants with abuse potential (T43.6),274
MO,2018,"Opioids (T40.0-T40.4,T40.6)",979
MO,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",849
MO,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",259
MO,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,030"
MO,2018,Psychostimulants with abuse potential (T43.6),363
MO,2018,Methadone (T40.3),42
MO,2018,Number of Deaths,"65,811"
MO,2018,"Opioids (T40.0-T40.4,T40.6)","1,132"
MO,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",274
MO,2018,Methadone (T40.3),45
MO,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,009"
MO,2018,Psychostimulants with abuse potential (T43.6),346
MO,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",279
MO,2018,"Opioids (T40.0-T40.4,T40.6)","1,116"
MO,2019,Methadone (T40.3),42
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,142"
MO,2020,Heroin ,213
MO,2019,Psychostimulants with abuse potential (T43.6),399
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",274
MO,2019,"Synthetic opioids, excl. methadone and rehabilitory compounds",906
MO,2019,Other natural & semi-synthetic opioids,242
MO,2019,Cocaine,149
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,056"
MO,2019,Methadone (T40.3),31
MO,2019,Psychostimulants with abuse potential (T43.6),408
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",249
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,102"
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,030"
MO,2019,Methadone (T40.3),30
MO,2019,Psychostimulants with abuse potential (T43.6),450
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,105"
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,040"
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",242
MO,2019,Psychostimulants with abuse potential (T43.6),393
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",270
MO,2019,Methadone (T40.3),45
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,075"
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,163"
MO,2019,Psychostimulants with abuse potential (T43.6),374
MO,2019,Methadone (T40.3),42
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,084"
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",271
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,178"
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,088"
MO,2019,Psychostimulants with abuse potential (T43.6),388
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",252
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,014"
MO,2019,Methadone (T40.3),35
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,099"
MO,2019,Psychostimulants with abuse potential (T43.6),374
MO,2019,Methadone (T40.3),39
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",262
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,020"
MO,2019,Number of Drug Overdose Deaths,"1,673"
MO,2019,Psychostimulants with abuse potential (T43.6),394
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,070"
MO,2019,Methadone (T40.3),43
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,160"
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",275
MO,2019,Psychostimulants with abuse potential (T43.6),392
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,048"
MO,2019,Methadone (T40.3),38
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,133"
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",270
MO,2019,Psychostimulants with abuse potential (T43.6),431
MO,2019,Methadone (T40.3),28
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,033"
MO,2019,Number of Deaths,"64,720"
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,098"
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",249
MO,2019,Psychostimulants with abuse potential (T43.6),430
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",250
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,096"
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,029"
MO,2019,Methadone (T40.3),26
MO,2019,Psychostimulants with abuse potential (T43.6),430
MO,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",248
MO,2019,Methadone (T40.3),29
MO,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,030"
MO,2019,"Opioids (T40.0-T40.4,T40.6)","1,102"
MO,2020,Psychostimulants with abuse potential (T43.6),509
MO,2020,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,236"
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,234"
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,174"
MO,2021,Heroin ,155
MO,2020,Other natural & semi-synthetic opioids,235
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",245
MO,2020,Methadone (T40.3),29
MO,2020,Cocaine,208
MO,2020,Psychostimulants with abuse potential (T43.6),570
MO,2020,Methadone (T40.3),24
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,402"
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,345"
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",256
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,411"
MO,2020,Psychostimulants with abuse potential (T43.6),570
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",236
MO,2020,Methadone (T40.3),26
MO,2020,Number of Deaths,"76,268"
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,366"
MO,2020,Psychostimulants with abuse potential (T43.6),469
MO,2020,Methadone (T40.3),25
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,068"
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,125"
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",241
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,040"
MO,2020,Psychostimulants with abuse potential (T43.6),463
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,100"
MO,2020,Methadone (T40.3),28
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",240
MO,2020,Psychostimulants with abuse potential (T43.6),562
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",250
MO,2020,Methadone (T40.3),24
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,332"
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,392"
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,362"
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,299"
MO,2020,Psychostimulants with abuse potential (T43.6),561
MO,2020,Methadone (T40.3),23
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",251
MO,2020,Psychostimulants with abuse potential (T43.6),481
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,096"
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,154"
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",237
MO,2020,Methadone (T40.3),27
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,308"
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",251
MO,2020,Methadone (T40.3),27
MO,2020,Psychostimulants with abuse potential (T43.6),548
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,244"
MO,2020,Number of Drug Overdose Deaths,"1,927"
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,409"
MO,2020,Psychostimulants with abuse potential (T43.6),579
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,361"
MO,2020,Methadone (T40.3),27
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",237
MO,2020,Psychostimulants with abuse potential (T43.6),579
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,353"
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,401"
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",238
MO,2020,Methadone (T40.3),25
MO,2020,Psychostimulants with abuse potential (T43.6),570
MO,2020,"Opioids (T40.0-T40.4,T40.6)","1,399"
MO,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",248
MO,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,347"
MO,2020,Methadone (T40.3),25
MO,2021,Psychostimulants with abuse potential (T43.6),601
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,467"
MO,2021,Other natural & semi-synthetic opioids,208
MO,2021,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,477"
MO,2021,Methadone (T40.3),24
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,427"
MO,2022,Heroin ,83
MO,2021,Cocaine,264
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",209
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,483"
MO,2021,Psychostimulants with abuse potential (T43.6),681
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",205
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,514"
MO,2021,Methadone (T40.3),27
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,586"
MO,2021,Number of Drug Overdose Deaths,"2,195"
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,614"
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",211
MO,2021,Psychostimulants with abuse potential (T43.6),728
MO,2021,Methadone (T40.3),26
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",232
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,452"
MO,2021,Psychostimulants with abuse potential (T43.6),574
MO,2021,Methadone (T40.3),31
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,404"
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,435"
MO,2021,Psychostimulants with abuse potential (T43.6),575
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,386"
MO,2021,Methadone (T40.3),29
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",233
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,495"
MO,2021,Methadone (T40.3),27
MO,2021,Psychostimulants with abuse potential (T43.6),666
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,463"
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",209
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,484"
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,451"
MO,2021,Psychostimulants with abuse potential (T43.6),645
MO,2021,Methadone (T40.3),28
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",205
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,473"
MO,2021,Psychostimulants with abuse potential (T43.6),596
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,429"
MO,2021,Methadone (T40.3),27
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",223
MO,2021,Psychostimulants with abuse potential (T43.6),620
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,433"
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,467"
MO,2021,Methadone (T40.3),26
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",201
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",210
MO,2021,Methadone (T40.3),27
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,561"
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,591"
MO,2021,Psychostimulants with abuse potential (T43.6),712
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,531"
MO,2021,Methadone (T40.3),28
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",203
MO,2021,Psychostimulants with abuse potential (T43.6),705
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,563"
MO,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,505"
MO,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",205
MO,2021,Methadone (T40.3),26
MS,2019,Heroin ,67
MO,2021,Psychostimulants with abuse potential (T43.6),702
MO,2021,"Opioids (T40.0-T40.4,T40.6)","1,537"
MO,2021,Number of Deaths,"80,003"
MO,2022,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,495"
MO,2022,Methadone (T40.3),24
MO,2022,Psychostimulants with abuse potential (T43.6),748
MO,2022,"Opioids (T40.0-T40.4,T40.6)","1,600"
MO,2022,Other natural & semi-synthetic opioids,191
MO,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,576"
MO,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",205
MO,2022,Cocaine,315
MO,2022,Psychostimulants with abuse potential (T43.6),713
MO,2022,Methadone (T40.3),28
MO,2022,"Opioids (T40.0-T40.4,T40.6)","1,576"
MO,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",206
MO,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,556"
MO,2022,"Opioids (T40.0-T40.4,T40.6)","1,620"
MO,2022,Psychostimulants with abuse potential (T43.6),750
MO,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,598"
MO,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",195
MO,2022,Methadone (T40.3),22
MO,2022,"Opioids (T40.0-T40.4,T40.6)","1,622"
MO,2022,Psychostimulants with abuse potential (T43.6),748
MO,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,598"
MO,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",199
MO,2022,Number of Drug Overdose Deaths,"2,209"
MO,2022,Methadone (T40.3),23
MO,2022,Psychostimulants with abuse potential (T43.6),731
MO,2022,"Opioids (T40.0-T40.4,T40.6)","1,578"
MO,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,554"
MO,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",206
MO,2022,Methadone (T40.3),26
MO,2022,Psychostimulants with abuse potential (T43.6),731
MO,2022,"Opioids (T40.0-T40.4,T40.6)","1,574"
MO,2022,Methadone (T40.3),27
MO,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,550"
MO,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",206
MO,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,582"
MO,2022,Methadone (T40.3),24
MO,2022,"Opioids (T40.0-T40.4,T40.6)","1,605"
MO,2022,Number of Deaths,"78,109"
MO,2022,Psychostimulants with abuse potential (T43.6),746
MO,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",200
MO,2022,Methadone (T40.3),28
MO,2022,Psychostimulants with abuse potential (T43.6),730
MO,2022,"Opioids (T40.0-T40.4,T40.6)","1,578"
